# nom	categorie	source — genere par tools/generer_index_hpcf.py
Moondrop x Crinacle DUSK (Bass+ DSP)	Bruel & Kjaer 4620 in-ear	crinacle
Moondrop x Crinacle DUSK (Bass+ DSP)	in-ear	DHRME
Moondrop x Crinacle DUSK (Default DSP)	711 in-ear	crinacle
Moondrop x Crinacle DUSK (Default DSP)	Bruel & Kjaer 4620 in-ear	crinacle
Moondrop x Crinacle DUSK (Default DSP)	in-ear	DHRME
Moondrop x Crinacle DUSK (Diffuse-tilted DSP)	711 in-ear	crinacle
Moondrop x Crinacle DUSK (Diffuse-tilted DSP)	Bruel & Kjaer 4620 in-ear	crinacle
Moondrop x Crinacle DUSK (Diffuse-tilted DSP)	in-ear	DHRME
Moondrop x Crinacle DUSK (Harman DSP)	711 in-ear	crinacle
Moondrop x Crinacle DUSK (Harman DSP)	Bruel & Kjaer 4620 in-ear	crinacle
Moondrop x Crinacle DUSK (Harman DSP)	in-ear	DHRME
Moondrop x Crinacle DUSK (V DSP)	711 in-ear	crinacle
Moondrop x Crinacle DUSK (V DSP)	Bruel & Kjaer 4620 in-ear	crinacle
Moondrop x Crinacle DUSK (V DSP)	in-ear	DHRME
Moondrop x Singer Edge (ANC off)	over-ear	Kuulokenurkka
Moondrop x Singer Edge (ANC on)	over-ear	Kuulokenurkka
Moritz Dragon	in-ear	Fahryst
Moritz Dragon	in-ear	Jaytiss
Moritz Paradise	in-ear	Jaytiss
Moritz Paradise (off-off-off)	in-ear	Jaytiss
Moritz Paradise (off-off-on)	in-ear	Jaytiss
Moritz Paradise (off-on-off)	in-ear	Jaytiss
Moritz Paradise (off-on-on)	in-ear	Jaytiss
Moritz Paradise (on-off-off)	in-ear	Jaytiss
Moritz Paradise (on-off-on)	in-ear	Jaytiss
Moritz Paradise (on-on-off)	in-ear	Jaytiss
Moritz Paradise (on-on-on)	in-ear	Jaytiss
Motorola Moto Buds Plus	in-ear	DHRME
Motorola Moto Buds Plus (ANC on)	in-ear	Filk
Motorola Squads 200	HMS II.3 over-ear	Rtings
Mpow 059	HMS II.3 over-ear	Rtings
Mpow CH1	HMS II.3 over-ear	Rtings
Mpow CH6	HMS II.3 over-ear	Rtings
Mpow CH9	HMS II.3 over-ear	Rtings
Mpow EM12	HMS II.3 in-ear	Rtings
Mpow Flame Pro	HMS II.3 in-ear	Rtings
Mpow H10	HMS II.3 over-ear	Rtings
Mpow H5	HMS II.3 over-ear	Rtings
Mpow HC6	over-ear	kr0mka
Mpow Jaws (4.1)	HMS II.3 in-ear	Rtings
Mpow M30	HMS II.3 in-ear	Rtings
Mpow MDots	HMS II.3 in-ear	Rtings
Mpow Pro Trucker	HMS II.3 over-ear	Rtings
Mpow X3	HMS II.3 in-ear	Rtings
Mpow X5	HMS II.3 in-ear	Rtings
Mpow X6	HMS II.3 in-ear	Rtings
MUNITIO Billets	711 in-ear	crinacle
MUNITIO Bullet In-Ear	711 in-ear	crinacle
MUNITIO Pro40	over-ear	Innerfidelity
Muse HiFi Power	711 in-ear	crinacle
Music Hall Audio DeBe	over-ear	Innerfidelity
Musical Fidelity MF100	over-ear	Innerfidelity
Musical Fidelity MF200	over-ear	Innerfidelity
MYER-AUDIO CKLVX CK2V	in-ear	ToneDeafMonk
MYER-AUDIO CKLVX D41	in-ear	ToneDeafMonk
MYER-AUDIO CKLVX D62	in-ear	Jaytiss
MYER-AUDIO CKLVX D62	in-ear	Kazi
MYER-AUDIO CKLVX D62	in-ear	Super Review
MYER-AUDIO CKLVX D62	in-ear	ToneDeafMonk
MYER-AUDIO CKLVX SLIIVO SLT6 (off-off)	in-ear	Jaytiss
MYER-AUDIO CKLVX SLIIVO SLT6 (off-on)	in-ear	Jaytiss
MYER-AUDIO CKLVX SLIIVO SLT6 (on-off)	in-ear	Jaytiss
MYER-AUDIO CKLVX SLIIVO SLT6 (on-on)	in-ear	Jaytiss
MYER-AUDIO SLIIVO SL224	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SL41	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SL41 MKII	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SLA3	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SLT6 (off-off)	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SLT6 (off-on)	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SLT6 (on-off)	in-ear	ToneDeafMonk
MYER-AUDIO SLIIVO SLT6 (on-on)	in-ear	ToneDeafMonk
MySphere 3.2	GRAS 43AG-7 over-ear	crinacle
MyST IzoPhones-60	over-ear	Innerfidelity
NAD RP18 Bass Light Version	over-ear	Innerfidelity
NAD VISO HP50	over-ear	Headphone.com Legacy
NAD VISO HP50	over-ear	Innerfidelity
NAD VISO HP50	over-ear	oratory1990
NAD VISO HP50	HMS II.3 over-ear	Rtings
Nan-6 Nan-6	GRAS 43AG-7 over-ear	crinacle
NarMoo B2M	in-ear	Innerfidelity
NarMoo R1M (black ports)	in-ear	Innerfidelity
NarMoo R1M (gunmetal ports)	in-ear	Innerfidelity
NarMoo R1M (silver ports)	in-ear	Innerfidelity
NarMoo S1	in-ear	Innerfidelity
NarMoo W1M	in-ear	Innerfidelity
nb Audio SkeLeTon	in-ear	Filk
NCM Bella	711 in-ear	crinacle
ND 001 Nano	in-ear	Jaytiss
ND Planet	in-ear	Jaytiss
ND Planet	in-ear	ToneDeafMonk
ND Venus	in-ear	ToneDeafMonk
ND X12	in-ear	Jaytiss
Nectar Hive	GRAS 43AG-7 over-ear	crinacle
Nectar Hive	over-ear	oratory1990
Neumann NDH20	over-ear	Auriculares Argentina
Neumann NDH20	EARS + 711 over-ear	crinacle
Neumann NDH20	GRAS 43AG-7 over-ear	crinacle
Neumann NDH20	over-ear	oratory1990
Neumann NDH30	over-ear	Auriculares Argentina
Neumann NDH30	over-ear	oratory1990
Neusonik direm E3	711 in-ear	crinacle
Neusonik direm PRO	711 in-ear	crinacle
NF ACOUS NA1	in-ear	Hi End Portable
NF ACOUS NA2+	in-ear	Hi End Portable
NF ACOUS NA2+	in-ear	Kazi
NF ACOUS NA2+ (Atmosphere eartips)	in-ear	Super Review
NF ACOUS NA2+ (Balanced eartips)	in-ear	Super Review
NF ACOUS NA2+ (Final Audio Type E eartips	in-ear	Super Review
NF ACOUS NA20	in-ear	ToneDeafMonk
NF ACOUS NE4 (clear faceplate)	in-ear	ToneDeafMonk
NF ACOUS NE4 (grey faceplate)	in-ear	ToneDeafMonk
NF ACOUS NE4 (red faceplate)	in-ear	ToneDeafMonk
NF ACOUS NE4 (transparent blue faceplate)	in-ear	ToneDeafMonk
NF ACOUS NF2u	in-ear	ToneDeafMonk
NF ACOUS NM2	in-ear	Hi End Portable
NF ACOUS NM2	in-ear	Kazi
NF ACOUS NM2	in-ear	Super Review
NF ACOUS NM20	in-ear	Hi End Portable
NF ACOUS NM20	in-ear	Jaytiss
NF ACOUS NM20	in-ear	ToneDeafMonk
NF ACOUS RA05	in-ear	Jaytiss
NF ACOUS RA15 (gold nozzle)	in-ear	Jaytiss
NF ACOUS RA15 (gold nozzle)	in-ear	Super Review
NF ACOUS RA15 (gold nozzle)	in-ear	ToneDeafMonk
NF ACOUS RA15 (silver nozzle)	in-ear	Jaytiss
NF ACOUS RA15 (silver nozzle)	in-ear	Super Review
NF ACOUS RA15 (silver nozzle)	in-ear	ToneDeafMonk
NF ACOUS RG15	in-ear	ToneDeafMonk
NF ACOUS RG15 x Assassin's Creed Mirage	in-ear	Jaytiss
NF Audio NA2	in-ear	Hi End Portable
NF Audio NA2+	in-ear	Jaytiss
NF Audio NA20	in-ear	Jaytiss
NF Audio NM2+	Bruel & Kjaer 4620 in-ear	crinacle
NF Audio RA15 (gold nozzle)	in-ear	Hi End Portable
NF Audio RA15 (silver nozzle)	in-ear	Hi End Portable
NF Audio RG15 (analog)	in-ear	Fahryst
NF Audio RG15 (USB)	in-ear	Fahryst
NHT Super Buds	in-ear	Innerfidelity
NiceHCK DB1	in-ear	Hi End Portable
NiceHCK DB2	in-ear	Hi End Portable
NiceHCK DB2	in-ear	Jaytiss
NiceHCK DB2	in-ear	ToneDeafMonk
NiceHCK DB3	in-ear	Hi End Portable
NiceHCK EB2S	in-ear	Hi End Portable
NiceHCK EB2S Pro (foams)	earbud	Super Review
NiceHCK EB2S Pro (no foams)	earbud	Super Review
NiceHCK EBX21	earbud	Super Review
NiceHCK F1 (black filter)	in-ear	Hi End Portable
NiceHCK F1 (gold filter)	in-ear	Hi End Portable
NiceHCK F1 (silver filter)	in-ear	Hi End Portable
NiceHCK F1 Pro	in-ear	Hi End Portable
NiceHCK F1 Pro	in-ear	Jaytiss
NiceHCK F1 Pro	in-ear	Kazi
NiceHCK F1 Pro	in-ear	ToneDeafMonk
NiceHCK Himalaya (black filter)	in-ear	ToneDeafMonk
NiceHCK Himalaya (blue filter)	in-ear	Hi End Portable
NiceHCK Himalaya (blue filter)	in-ear	ToneDeafMonk
NiceHCK Himalaya (brass filter)	in-ear	ToneDeafMonk
NiceHCK Himalaya (gold filter)	in-ear	Hi End Portable
NiceHCK Himalaya (grey filter)	in-ear	Hi End Portable
NiceHCK JIALAI Carat	in-ear	Fahryst
NiceHCK JIALAI Carat	in-ear	Hi End Portable
NiceHCK Lofty	in-ear	Hi End Portable
NiceHCK M5 (blue filter)	in-ear	Hi End Portable
NiceHCK M5 (grey filter)	in-ear	Hi End Portable
NiceHCK M5 (red filter)	in-ear	Hi End Portable
NiceHCK NX7 Mk3 (black)	711 in-ear	crinacle
NiceHCK NX7 Mk3 (blue)	711 in-ear	crinacle
NiceHCK NX7 Mk3 (red)	711 in-ear	crinacle
NiceHCK NX7 MK4 (black filter)	in-ear	Hi End Portable
NiceHCK NX7 MK4 (gold filter)	in-ear	Hi End Portable
NiceHCK NX7 MK4 (red filter)	in-ear	Hi End Portable
NiceHCK NX7 Pro (blue)	711 in-ear	crinacle
NiceHCK NX7 Pro (red)	711 in-ear	crinacle
NiceHCK NX7 Pro (stock)	711 in-ear	crinacle
NiceHCK NX8	in-ear	Hi End Portable
NiceHCK NX8	in-ear	Jaytiss
NiceHCK NX8	in-ear	Super Review
NiceHCK NX8	in-ear	ToneDeafMonk
NiceHCK PK2	earbud	HypetheSonics
NiceHCK Topguy	in-ear	Hi End Portable
NiceHCK Topguy	in-ear	Super Review
NiceHCK Traceless	in-ear	Hi End Portable
Night Oblivion Butastur (off-off)	in-ear	kr0mka
Night Oblivion Butastur (off-off)	in-ear	Super Review
Night Oblivion Butastur (off-on)	in-ear	kr0mka
Night Oblivion Butastur (off-on)	in-ear	Super Review
Night Oblivion Butastur (on-off)	in-ear	Jaytiss
Night Oblivion Butastur (on-off)	in-ear	kr0mka
Night Oblivion Butastur (on-off)	in-ear	Super Review
Night Oblivion Butastur (on-on)	in-ear	kr0mka
Night Oblivion Butastur (on-on)	in-ear	Super Review
Nightjar Duality	in-ear	Jaytiss
Nightjar Duality (switch back)	in-ear	Jaytiss
Nightjar Singularity	in-ear	freeryder05
Nightjar Singularity	in-ear	Super Review
Nintendo Switch stock earbuds	earbud	Kazi
Nixon RPM	over-ear	Innerfidelity
Noble Audio Chronicle	in-ear	Jaytiss
Noble Audio Django	711 in-ear	crinacle
Noble Audio Dulce Bass	711 in-ear	crinacle
Noble Audio Falcon	711 in-ear	crinacle
Noble Audio Fokus Apollo (ANC off)	over-ear	Kuulokenurkka
Noble Audio Fokus Apollo (ANC on)	over-ear	Kuulokenurkka
Noble Audio Fokus Apollo (ANC on, review eq)	over-ear	Kuulokenurkka
Noble Audio Fokus Apollo (passive)	over-ear	Kuulokenurkka
Noble Audio Fokus Mystique	in-ear	DHRME
Noble Audio Fokus Mystique (double flange)	in-ear	DHRME
Noble Audio Fokus Mystique (single flange)	in-ear	DHRME
Noble Audio Fokus Pro	GRAS RA0045 in-ear	HypetheSonics
Noble Audio K10	711 in-ear	crinacle
Noble Audio K10	in-ear	freeryder05
Noble Audio K10 CIEM	in-ear	oratory1990
Noble Audio K10 Encore	711 in-ear	crinacle
Noble Audio Kadence	711 in-ear	crinacle
Noble Audio Katana	711 in-ear	crinacle
Noble Audio Khan	711 in-ear	crinacle
Noble Audio Khan	GRAS RA0045 in-ear	HypetheSonics
Noble Audio Knight	in-ear	Jaytiss
Noble Audio Knight	in-ear	ToneDeafMonk
Noble Audio Kublai Khan	711 in-ear	crinacle
Noble Audio Kublai Khan	GRAS RA0045 in-ear	HypetheSonics
Noble Audio M3	711 in-ear	crinacle
Noble Audio PR P Tuning	in-ear	Innerfidelity
Noble Audio PR R Tuning	in-ear	Innerfidelity
Noble Audio Sage	711 in-ear	crinacle
Noble Audio Savanna	711 in-ear	crinacle
Noble Audio Savant 2	711 in-ear	crinacle
Noble Audio Sultan	711 in-ear	crinacle
Noble Audio Sultan	GRAS RA0045 in-ear	HypetheSonics
Noble Audio Sultan SE	GRAS RA0045 in-ear	HypetheSonics
Noble Audio Trident	711 in-ear	crinacle
Noble Audio Trident	Bruel & Kjaer 4620 in-ear	crinacle
Noble Audio Tux 5	711 in-ear	crinacle
Noble Audio Viking Ragnar	GRAS RA0045 in-ear	HypetheSonics
Noble Audio XM-1	in-ear	oratory1990
Nocs NS 400	in-ear	Headphone.com Legacy
Nocs NS 400	in-ear	Innerfidelity
Nocs NS200	in-ear	Headphone.com Legacy
Nocs NS200	in-ear	Innerfidelity
Nocs NS300	over-ear	Innerfidelity
Nocs NS700	in-ear	Headphone.com Legacy
Nocs NS700	over-ear	Innerfidelity
Nocs NS800	in-ear	Headphone.com Legacy
Nocs NS800	in-ear	Innerfidelity
NocturnaL Audio Atlantis	711 in-ear	crinacle
NocturnaL Audio Avalon	711 in-ear	crinacle
NocturnaL Audio Eden	711 in-ear	crinacle
NocturnaL Audio Gorham	711 in-ear	crinacle
Noontec Hammo S	over-ear	Innerfidelity
Noontec Rio	in-ear	Innerfidelity
Noontec Zoro	over-ear	Headphone.com Legacy
Noontec Zoro	over-ear	Innerfidelity
Noontec Zoro HD	over-ear	Innerfidelity
Noontec Zoro II HD	over-ear	Innerfidelity
Noontec Zoro II Wireless (active)	over-ear	Innerfidelity
Noontec Zoro II Wireless (passive)	over-ear	Innerfidelity
Nostalgia Audio Benbulbin	711 in-ear	crinacle
Nothing ear	in-ear	DHRME
Nothing ear	Bruel & Kjaer 5128 in-ear	Rtings
Nothing ear (1)	in-ear	DHRME
Nothing ear (1)	HMS II.3 in-ear	Rtings
Nothing ear (2)	HMS II.3 in-ear	Rtings
Nothing ear (2)	in-ear	Super Review
Nothing ear (a)	in-ear	DHRME
Nothing ear (a)	Bruel & Kjaer 5128 in-ear	Rtings
Nothing ear (stick)	HMS II.3 in-ear	Rtings
NS Audio NS3	in-ear	Hi End Portable
NS Audio NS3	in-ear	oratory1990
NS Audio NS5 MKII Extra Bass	in-ear	Hi End Portable
Nuarl NT01	711 in-ear	crinacle
Nuarl NT100	711 in-ear	crinacle
Nuarl NT110	711 in-ear	crinacle
NuForce EDC3	711 in-ear	crinacle
NuForce EDC3	in-ear	Filk
NuForce EDC3	in-ear	kr0mka
NuForce EDC3	in-ear	oratory1990
NuForce Every Day Car	in-ear	Innerfidelity
NuForce HEM1	711 in-ear	crinacle
NuForce HEM8	in-ear	Innerfidelity
NuForce HP-800	over-ear	Innerfidelity
NuForce NE-600X	in-ear	Innerfidelity
NuForce NE-700M	in-ear	Innerfidelity
NuForce Primo 8	711 in-ear	crinacle
NuForce Primo 8	in-ear	Innerfidelity
NuForce Stride	in-ear	oratory1990
Nura NuraLoop	HMS II.3 in-ear	Rtings
Nura Nuraphone	HMS II.3 over-ear	Rtings
NVX EX10S	in-ear	Innerfidelity
NVX XPT100	over-ear	Innerfidelity
NVX XPT100 (flat earpads)	over-ear	Innerfidelity
NXEars Basso	711 in-ear	crinacle
NXEars Opera	711 in-ear	crinacle
NXEars Sonata	711 in-ear	crinacle
oBravo Cupid	711 in-ear	crinacle
oBravo Cupid	Bruel & Kjaer 4620 in-ear	crinacle
oBravo HAMT1	over-ear	Innerfidelity
oBravo Ra 21 C	711 in-ear	crinacle
oBravo Ra C-Cu	711 in-ear	crinacle
Ocharaku Co-Donguri Shizuku	711 in-ear	crinacle
Ocharaku Donguri Keyaki	711 in-ear	crinacle
Ocharaku Donguri Ti Plus	711 in-ear	crinacle
Ocharaku Flat-4 Akakeyaki	711 in-ear	crinacle
Ocharaku Flat-4 Akazakura	711 in-ear	crinacle
Ocharaku Flat-4 Kaede Type 1	711 in-ear	crinacle
Ocharaku Flat-4 Kaede Type 2	711 in-ear	crinacle
Ocharaku Flat-4 Kuro Type II	in-ear	Innerfidelity
Ocharaku Flat-4 Ti Plus	711 in-ear	crinacle
Oladance OWS Sport (ANC off)	earbud	Regan Cipher
Ollo Audio S5X	over-ear	Kuulokenurkka
OLLO S4R	over-ear	oratory1990
OLLO S4R 1.1	over-ear	oratory1990
OneOdio A10	over-ear	Regan Cipher
OneOdio A71D	over-ear	Filk
OneOdio OpenRock Pro	earbud	Regan Cipher
OneOdio OpenRock S	earbud	Regan Cipher
OneOdio OpenRock X	earbud	Regan Cipher
OneOdio OpenRock X (ANC off)	earbud	Regan Cipher
OnePlus Buds	HMS II.3 in-ear	Rtings
OnePlus Buds 3	in-ear	DHRME
OnePlus Buds 3	in-ear	Regan Cipher
OnePlus Buds 3	Bruel & Kjaer 5128 in-ear	Rtings
OnePlus Buds 3 (ANC on)	in-ear	Regan Cipher
OnePlus Buds Pro	in-ear	Regan Cipher
OnePlus Buds Pro	HMS II.3 in-ear	Rtings
OnePlus Buds Pro 2	HMS II.3 in-ear	Rtings
OnePlus Buds Z	HMS II.3 in-ear	Rtings
Onkyo A800	over-ear	oratory1990
Onkyo E900	711 in-ear	crinacle
Onkyo ES-FC300	over-ear	Innerfidelity
Onkyo IE-HF300S	in-ear	Innerfidelity
OpenAudio Mercury	711 in-ear	crinacle
OpenAudio Mercury	Bruel & Kjaer 4620 in-ear	crinacle
OpenAudio Mercury	in-ear	Super Review
OpenAudio Siren	in-ear	Super Review
Oppo Enco Air3	earbud	Regan Cipher
Oppo Enco X	in-ear	oratory1990
Oppo Enco X2	in-ear	oratory1990
Oppo Enco X2	in-ear	Regan Cipher
Oppo Enco X2 (Enco classic preset)	in-ear	DHRME
Oppo Enco X2 (Enco classic preset)	in-ear	Harpo
Oppo Enco X3i	in-ear	DHRME
Oppo PM1	over-ear	Headphone.com Legacy
Oppo PM1	over-ear	Innerfidelity
Oppo PM1 (alternative earpads)	over-ear	Innerfidelity
Oppo PM1 (PM2 earpads)	over-ear	Innerfidelity
Oppo PM1 (velour earpads)	over-ear	Innerfidelity
Oppo PM2	over-ear	Innerfidelity
Oppo PM2	over-ear	oratory1990
Oppo PM2 (PM1 alternative earpads)	over-ear	Innerfidelity
Oppo PM2 (PM1 leather earpads)	over-ear	Innerfidelity
Oppo PM2 (PM1 velour pads)	over-ear	Innerfidelity
Oppo PM3	GRAS 43AG-7 over-ear	crinacle
Oppo PM3	over-ear	Innerfidelity
Oppo PM3	over-ear	oratory1990
Oppo PM3	HMS II.3 over-ear	Rtings
Oppo PM3 (Aliexpress earpads)	over-ear	oratory1990
Oppo PM3 (Aliexpress leather earpads)	over-ear	oratory1990
Oppo PM3 (sample A)	over-ear	Innerfidelity
Oppo PM3 (sample C)	over-ear	Innerfidelity
ORA GrapheneQ	over-ear	oratory1990
ORB CF-IEM Stella	711 in-ear	crinacle
Origami Audio Silver	711 in-ear	crinacle
Oriolus Finschi	711 in-ear	crinacle
Oriolus Finschi	in-ear	Hi End Portable
Oriolus Finschi Hifi	711 in-ear	crinacle
Oriolus Forsteni	711 in-ear	crinacle
Oriolus Isabellae	711 in-ear	crinacle
Oriolus Isabellae	in-ear	Jaytiss
Oriolus Mellianus	711 in-ear	crinacle
Oriolus Mk2	711 in-ear	crinacle
Oriolus Mk2	in-ear	Super Review
Oriolus Monachaa	in-ear	Jaytiss
Oriolus Percivali	711 in-ear	crinacle
Oriolus Szalayi	in-ear	ToneDeafMonk
Oriolus Traillii	711 in-ear	crinacle
Oriolus Traillii	in-ear	Super Review
Oriveti Basic	711 in-ear	crinacle
Oriveti bleqk Dynabird	in-ear	Super Review
Oriveti bleqk Lowmaster	in-ear	Jaytiss
Oriveti bleqk Lowmaster	in-ear	ToneDeafMonk
Oriveti Dynabird	in-ear	Jaytiss
Oriveti Dynabird	in-ear	ToneDeafMonk
Oriveti New Primacy	711 in-ear	crinacle
Oriveti OD100	in-ear	Jaytiss
Oriveti OD100	in-ear	ToneDeafMonk
Oriveti OD200	in-ear	Jaytiss
Oriveti OD200 (black nozzle)	in-ear	ToneDeafMonk
Oriveti OD200 (silver nozzle)	in-ear	ToneDeafMonk
Oriveti OH300	711 in-ear	crinacle
Oriveti OH500	711 in-ear	crinacle
Oriveti OH700VB (bass switch off)	in-ear	Jaytiss
Oriveti OH700VB (bass switch off)	in-ear	ToneDeafMonk
Oriveti OH700VB (bass switch on)	in-ear	Jaytiss
Oriveti OH700VB (bass switch on)	in-ear	ToneDeafMonk
Ortofon 0-One	over-ear	Innerfidelity
Ortofon 1	over-ear	Headphone.com Legacy
Ortofon 2	over-ear	Headphone.com Legacy
Ostry KC06	in-ear	Innerfidelity
Ostry KC06A	in-ear	Hi End Portable
Ourart Wine	in-ear	Hi End Portable
Ovidius RX-100	711 in-ear	crinacle
Ovidius RX-100	Bruel & Kjaer 4620 in-ear	crinacle
Ovidius TX-901	GRAS 43AG-7 over-ear	crinacle
Padsmith In Ear Monitors	in-ear	Jaytiss
Pai Audio DM2A	711 in-ear	crinacle
Pai Audio DR2	in-ear	Hi End Portable
Palma DHS-1 (closed)	over-ear	Kuulokenurkka
Palma DHS-1 (open)	over-ear	Kuulokenurkka
Panasonic RP HT600 S	over-ear	Innerfidelity
Panasonic RP-HC101	HMS II.3 over-ear	Rtings
Panasonic RP-HC800	HMS II.3 over-ear	Rtings
Panasonic RP-HJE120	in-ear	Innerfidelity
Panasonic RP-HJE120	in-ear	oratory1990
Panasonic RP-HJE120	HMS II.3 in-ear	Rtings
Panasonic RP-HJE125E	in-ear	kr0mka
Panasonic RP-HJE270E	in-ear	kr0mka
Paradigm Shift E1	in-ear	Innerfidelity
Paradigm Shift E3m	in-ear	Innerfidelity
Parrot Zik 2.0	over-ear	Innerfidelity
Parrot Zik 2.0	HMS II.3 over-ear	Rtings
Parrot Zik 3.0	HMS II.3 over-ear	Rtings
Peacock Audio P1	in-ear	RikudouGoku
PEARS SH2	711 in-ear	crinacle
PEARS SH3	711 in-ear	crinacle
PEARS SH3 (CIEM)	711 in-ear	crinacle
Peerless MB PMB 85 Double Action	over-ear	oratory1990
Pendulumic Stance S1 Bluetooth	over-ear	Innerfidelity
Penon 10th Anniversary IEM	in-ear	ToneDeafMonk
Penon DOME	in-ear	ToneDeafMonk
Penon Fan	in-ear	Hi End Portable
Penon Fan 2	in-ear	Harpo
Penon Fan 2	in-ear	Jaytiss
Penon Fan 2	in-ear	ToneDeafMonk
Penon Fan 3 (off)	in-ear	Super Review
Penon Fan 3 (on)	in-ear	Super Review
Penon Globe	in-ear	Hi End Portable
Penon IMPACT	in-ear	ToneDeafMonk
Penon Orb	in-ear	Harpo
Penon Orb	in-ear	Hi End Portable
Penon QUATTRO	in-ear	ToneDeafMonk
Penon Serial	in-ear	Harpo
Penon Serial	in-ear	Jaytiss
Penon Sphere	in-ear	Hi End Portable
Penon Turbo (off, off-off-on)	in-ear	ToneDeafMonk
Penon Turbo (off, off-on-off)	in-ear	ToneDeafMonk
Penon Turbo (off, off-on-on)	in-ear	ToneDeafMonk
Penon Turbo (off, on-off-off)	in-ear	ToneDeafMonk
Penon Turbo (off, on-off-on)	in-ear	ToneDeafMonk
Penon Turbo (off, on-on-off)	in-ear	ToneDeafMonk
Penon Turbo (off, on-on-on)	in-ear	ToneDeafMonk
Penon Turbo (on, off-off-off)	in-ear	ToneDeafMonk
Penon Turbo (on, off-off-on)	in-ear	ToneDeafMonk
Penon Turbo (on, off-on-on)	in-ear	ToneDeafMonk
Penon Turbo (on, on-off-off)	in-ear	ToneDeafMonk
Penon Turbo (on, on-off-on)	in-ear	ToneDeafMonk
Penon Turbo (on, on-on-off)	in-ear	ToneDeafMonk
Penon Turbo (on, on-on-on)	in-ear	ToneDeafMonk
Penon Vortex	in-ear	Harpo
Penon Vortex	in-ear	Jaytiss
Periodic Audio Be	711 in-ear	crinacle
Periodic Audio Be	GRAS RA0045 in-ear	HypetheSonics
Periodic Audio Be	in-ear	oratory1990
Periodic Audio Be	in-ear	RikudouGoku
Periodic Audio Beryllium V3	GRAS RA0045 in-ear	HypetheSonics
Periodic Audio Carbon	in-ear	oratory1990
Periodic Audio Carbon V3	GRAS RA0045 in-ear	HypetheSonics
Periodic Audio Magnesium V3	GRAS RA0045 in-ear	HypetheSonics
Periodic Audio Mg	711 in-ear	crinacle
Periodic Audio Ti	711 in-ear	crinacle
Periodic Audio Titanium V3	GRAS RA0045 in-ear	HypetheSonics
Phiaton Bridge MS 500	over-ear	Headphone.com Legacy
Phiaton Bridge MS 500	over-ear	Innerfidelity
Phiaton Chord MS 530	over-ear	Innerfidelity
Phiaton Chord MS 530 (ANC on)	over-ear	Innerfidelity
Phiaton Chord MS 530 (wireless)	over-ear	Innerfidelity
Phiaton Moderna MS200	in-ear	Innerfidelity
Phiaton MS 100 BA	in-ear	Innerfidelity
Phiaton MS 300	over-ear	Headphone.com Legacy
Phiaton MS 300	over-ear	Innerfidelity
Phiaton MS 400	over-ear	Headphone.com Legacy
Phiaton PS 20	in-ear	Innerfidelity
Phiaton PS 200	in-ear	Headphone.com Legacy
Phiaton PS 200	in-ear	Innerfidelity
Phiaton PS 210	in-ear	Headphone.com Legacy
Phiaton PS 210	in-ear	Innerfidelity
Phiaton PS 300 NC	over-ear	Headphone.com Legacy
Phiaton PS 320	over-ear	Headphone.com Legacy
Phiaton PS 320	over-ear	Innerfidelity
Phiaton PS 500	over-ear	Headphone.com Legacy
Phiaton PS 500	over-ear	Innerfidelity
Philips ActionFit SHQ5200	over-ear	Innerfidelity
Philips Cityscape Downtown	over-ear	Innerfidelity
Philips Construct	over-ear	Innerfidelity
Philips Fidelio L1	over-ear	Innerfidelity
Philips Fidelio L2	over-ear	oratory1990
Philips Fidelio M1	over-ear	Innerfidelity
Philips Fidelio M1	over-ear	oratory1990
Philips Fidelio M2L	over-ear	oratory1990
Philips Fidelio NC1	over-ear	oratory1990
Philips Fidelio NC1	HMS II.3 over-ear	Rtings
Philips Fidelio S1 Early 2013	in-ear	Innerfidelity
Philips Fidelio S2 (2013)	in-ear	Innerfidelity
Philips Fidelio S2 (early 2013)	in-ear	Innerfidelity
Philips Fidelio X1	over-ear	Innerfidelity
Philips Fidelio X2	over-ear	Innerfidelity
Philips Fidelio X2HR	over-ear	Auriculares Argentina
Philips Fidelio X2HR	over-ear	oratory1990
Philips Fidelio X2HR	Bruel & Kjaer 5128 over-ear	Rtings
Philips Fidelio X2HR	over-ear	Super Review
Philips Fidelio X3	over-ear	oratory1990
Philips Fidelio X3	HMS II.3 over-ear	Rtings
Philips L2	over-ear	Innerfidelity
Philips O'Neil Bend	over-ear	Innerfidelity
Philips O'Neil Crash	over-ear	Innerfidelity
Philips SBC HP910	over-ear	Innerfidelity
Philips SHE3590	in-ear	Innerfidelity
Philips SHE3590PK28	in-ear	Super Review
Philips SHE3855	in-ear	oratory1990
Philips SHP9500	over-ear	Auriculares Argentina
Philips SHP9500	GRAS 43AG-7 over-ear	crinacle
Philips SHP9500	over-ear	oratory1990
Philips SHP9500	Bruel & Kjaer 5128 over-ear	Rtings
Philips SHP9500	over-ear	Super Review
Philips SHP9600	HMS II.3 over-ear	Rtings
